score,at,content,app_name,appVersion,cleaned_content,sentiment
5,12/9/2024 14:58,nice,TJ: Transjakarta,2.1.5,nice,positive
5,12/9/2024 14:50,"Saya sedikit mau berbagi pengalaman saya selama menggunakan layanan Transjakarta. Kebetulan anak saya sedang bolak balik RSCM hampir setiap hari kamis, dan Alhamdulillahnya para petugas TJ slalu memberikan pelayanan yg sangat baik terutama utk selalu memberikan kursi prioritas utk yg di prioritaskan, seperti anak saya yg sedang memakai kursi roda. Terimakasih para pramusapa bahkan para pramudi, yg senantiasa selalu bertugas dgn baik, saya tdk bisa membalas kebaikan kalian, biarlah allah yg balas",TJ: Transjakarta,2.1.5,"saya sedikit mau berbagi pengalaman saya selama menggunakan layanan transjakarta. kebetulan anak saya sedang bolak balik rscm hampir setiap hari kamis, dan alhamdulillahnya para petugas tj selalu memberikan pelayanan yang sangat baik terutama untuk selalu memberikan kursi prioritas untuk yang di prioritaskan, seperti anak saya yang sedang memakai kursi roda. terimakasih para pramusapa bahkan para pramudi, yang senantiasa selalu bertugas dengan baik, saya tidak bisa membalas kebaikan kalian, biarlah allah yang balas",positive
5,12/7/2024 8:59,Sangat nyaman dan memuaskan,TJ: Transjakarta,,sangat nyaman dan memuaskan,positive
1,12/6/2024 8:56,"sesat, gak update",TJ: Transjakarta,2.1.5,"sesat, tidak update",negative
3,12/6/2024 7:52,Sepertinya tidk semua armada minitrans ada alat pelacak GPS-nyal. Mohon PT transjakarta mewajibkan seluruh armada minitrans dilengkapi alat GPS agar pengguna dpt agar mumdahkan kami sbg pengguna dan pelayananya lebih mantap lg.,TJ: Transjakarta,2.1.5,sepertinya tidk semua armada minitrans ada alat pelacak gps-nyal. mohon pt transjakarta mewajibkan seluruh armada minitrans dilengkapi alat gps agar pengguna dapat agar mumdahkan kami sebagai pengguna dan pelayananya lebih mantap lagi.,neutral
5,12/5/2024 14:00,ga nyesel pake aplikasi Transjakarta bisa membantu cari lokasi atau maps the best lah pokoknya,TJ: Transjakarta,2.1.5,tidak menyesal pakai aplikasi transjakarta bisa membantu cari lokasi atau maps the best lah pokoknya,positive
1,12/5/2024 11:04,Tara sesuai e puki,TJ: Transjakarta,2.1.5,tara sesuai e puki,negative
2,12/5/2024 10:40,"apaan masa saya ingin cari pergerakan bus 1B dan 1F yang keluar hanya jalur nya saja, tidak ada pergerakan bus nya sedang dimana dan menuju ke arah mana...huh",TJ: Transjakarta,2.1.5,"apaan masa saya ingin cari pergerakan bus 1b dan 1f yang keluar hanya jalur nya saja, tidak ada pergerakan bus nya sedang dimana dan menuju ke arah mana.huh",negative
2,12/5/2024 0:00,Lebih akuratan google maps,TJ: Transjakarta,2.1.5,lebih akuratan google maps,negative
5,12/4/2024 14:26,Ibu,TJ: Transjakarta,,ibu,positive
1,12/4/2024 4:52,Trackingnya lemot parah,TJ: Transjakarta,2.1.5,trackingnya lemot parah,negative
5,12/4/2024 1:59,mantap,TJ: Transjakarta,2.1.5,mantap,positive
2,12/3/2024 15:18,"Mau kasih masukan: lebih baik mulai kerjasama dengan GoTransit deh, percuma juga download aplikasinya, gak bisa beli tiket, karena bayarnya cuma bisa pake Astrapay. Walah, gak semua punya Astrapay lhooo. Coba ditambah pilihan bayar pake Gopay, Shopeepay, virtual account, jadi gak susah kalo kartu hilang atau patah. Kejadian siang tadi kartu e-money patah dan gak ada minimarket yang jual buat penggantinya, bikin repot. Uninstall dulu lah..",TJ: Transjakarta,2.1.5,"mau kasih masukan: lebih baik mulai kerjasama dengan gotransit deh, percuma juga download aplikasinya, tidak bisa beli tiket, karena bayarnya cuma bisa pakai astrapay. walah, tidak semua punya astrapay loh. coba ditambah pilihan bayar pakai gopay, shopeepay, virtual account, jadi tidak susah kalau kartu hilang atau patah. kejadian siang tadi kartu e-money patah dan tidak ada minimarket yang jual buat penggantinya, bikin repot. uninstall dulu lah.",negative
5,12/3/2024 9:28,"suka banget sama aplikasinya, memudahkan kita dalam perjalanan, rute nya juga akurat????",TJ: Transjakarta,2.1.5,"suka banget sama aplikasinya, memudahkan kita dalam perjalanan, rute nya juga akurat melipat tangan warna kulit cerah-sedang",positive
5,12/3/2024 5:42,makin mudah pake aplikasi transjakarta karena bisa bayar disini dan cek rutenya. so far so good sih,TJ: Transjakarta,,makin mudah pakai aplikasi transjakarta karena bisa bayar disini dan cek rutenya. sok far sok bagus sih,positive
1,12/2/2024 23:25,Daftar gk bisa server eror terus,TJ: Transjakarta,2.1.5,daftar tidak bisa server error terus,negative
1,12/2/2024 12:34,Aplikasi ga jelas beli tiket ko malah expired. Aplikasi busuk beli tiket malah ga ada barkod dana ilang ga ada tanggung jawabnya,TJ: Transjakarta,2.1.5,aplikasi tidak jelas beli tiket kok malah expired. aplikasi busuk beli tiket malah tidak ada barkod dana hilang tidak ada tanggung jawabnya,negative
5,12/2/2024 8:10,"Aplikasi ini nolong bngt buat yg suka naik transportasi umum, isi aplikasinya jga mudah di mengerti untuk segala umur",TJ: Transjakarta,2.1.5,"aplikasi ini nolong banget buat yang suka naik transportasi umum, isi aplikasinya juga mudah di mengerti untuk segala umur",positive
5,12/2/2024 7:25,"ga bakal nyesel si pake aplikasi ini karena memang se berguna itu woii aplikasinya apalagi tampilannya juga yang mudah dipahami, dengan adanya apk ini kita jadi lebih tau jika ada perubahan rute atau penutupan halte",TJ: Transjakarta,2.1.5,"tidak bakal menyesal sih pakai aplikasi ini karena memang se berguna itu woi aplikasinya apalagi tampilannya juga yang mudah dipahami, dengan adanya aplikasi ini kita jadi lebih tau jika ada perubahan rute atau penutupan halte",positive
5,12/2/2024 5:47,Pembelian tiket busway bayar nya jangan cuma dari astrapay min. Tp PK qris jg bisa dnk. Biar lbih gmpng lgi.,TJ: Transjakarta,2.1.5,pembelian tiket busway bayar nya jangan cuma dari astrapay min. tapi pakai qris juga bisa dong. biar lebih gmpng lagi.,positive
1,12/2/2024 1:50,"Lama banget tolong dong perbaharui lelet bgt aplikasinya cuma mau beli tiket doag sampe ketinggalan 5 bus kacau, udah pernah terhubung ke astrapay gausah minta terhubung lagi dong ini minta hubungkan lagi abis waktu nyawoi mana lelet lagi ni aplikasi, kalo mhga ketinggalan kartu nya ga akan kupakai, beli di indo alfa terdekat juga pada kosong, ngeselin banget ni aplikasi",TJ: Transjakarta,2.1.5,"lama banget tolong dong perbaharui lelet banget aplikasinya cuma mau beli tiket doag sampai ketinggalan 5 bus kacau, sudah pernah terhubung ke astrapay tidak usah meminta terhubung lagi dong ini meminta hubungkan lagi habis waktu nyawoi mana lelet lagi nih aplikasi, kalau mhga ketinggalan kartu nya tidak akan kupakai, beli di indonesia alfa terdekat juga pada kosong, mengesalkan banget nih aplikasi",negative
5,12/1/2024 22:37,Pelayanan untuk Customer atau Pelanggan adalah *****BAIK*****,TJ: Transjakarta,2.1.4,pelayanan untuk customer atau pelanggan adalah *baik*,positive
1,12/1/2024 12:30,Naik Tj ditolak kalo pake aplikasi. Padahal uang nya di astraoay dan gapunya Flazz. Kemana mana susah padahal ngisi saldo nya udah banyak banget. Tolong fitur nya dibenerin biar bisa tap di bus bukan cuman di gate. Terus juga bikin aplikasi tuh yang bener. Masa ngelag2 terus sih. Udah gitu kalo ngetap di gate masih juga ngelag. Malu ditungguin orang jadinya. Sampe semua bug dan fasilitas dibenerin saya gabakal cabut rating dan statement ini,TJ: Transjakarta,2.1.5,naik tj ditolak kalau pakai aplikasi. padahal uang nya di astraoay dan tidak punya flaz. kemana mana susah padahal ngisi saldo nya sudah banyak banget. tolong fitur nya dibenerin biar bisa tap di bus bukan cuman di gate. terus juga bikin aplikasi tuh yang benar. masa ngelag2 terus sih. sudah begitu kalau ngetap di gate masih juga ngelag. malu ditungguin orang jadinya. sampai semua bug dan fasilitas dibenerin saya tidak bakal cabut rating dan statement ini,negative
5,12/1/2024 8:38,"ini sih oke bgt tampilannya sederhana mudah dipahami, fitur fiturnya sangat pas mempermudah pengguna",TJ: Transjakarta,2.1.5,"ini sih oke banget tampilannya sederhana mudah dipahami, fitur fiturnya sangat pas mempermudah pengguna",positive
1,11/30/2024 13:11,"Aplikasi masih busuk, sering invalid pas di scan QR, apa lagi kalo out bikin telat kerja aja",TJ: Transjakarta,2.1.5,"aplikasi masih busuk, sering invalid pas di scan qr, apa lagi kalau out bikin telat kerja saja",negative
1,11/30/2024 7:05,"tracking bus kacau, biasanya sengaja ke stop bus kalau busnya sudah deka, waktu itu hujan jadi sengaja keluar kalo bus dekat, tapi di map hanya ada 3 bus yg arah nya beda, sudah nunggu lama biar busnya dateng dan waktu nanya termyata sudah terlewat 3 kali, namun tidak ada di tracking bus, sekelas transtangerang aja tracking busnya sesuai fakta, masa metrotrans yg rute sampai jakarta tracking nya seperti ini",TJ: Transjakarta,2.1.5,"tracking bus kacau, biasanya sengaja ke stop bus kalau busnya sudah deka, waktu itu hujan jadi sengaja keluar kalau bus dekat, tapi di map hanya ada 3 bus yang arah nya beda, sudah menunggu lama biar busnya datang dan waktu bertanya termyata sudah terlewat 3 kali, namun tidak ada di tracking bus, sekelas transtangerang saja tracking busnya sesuai fakta, masa metrotrans yang rute sampai jakarta tracking nya seperti ini",negative
3,11/30/2024 3:11,lemot banget aplikasinya,TJ: Transjakarta,2.1.5,lemot banget aplikasinya,neutral
5,11/30/2024 3:06,"Aplksi sngt bagus, tidak pusing melihat rute² jalan, mempermudah transportasi dan recomen bgt buat perjalanan kekantor²",TJ: Transjakarta,2.1.5,"aplksi sangat bagus, tidak pusing melihat rute² jalan, mempermudah transportasi dan recomen banget buat perjalanan kekantor²",positive
5,11/30/2024 3:06,"Aplikasi sangat bagus sekali sangat mudah digunakan dan dipahami , bisa tahu rute jadi ga bingung lagi . Sangat amat membantu.",TJ: Transjakarta,2.1.5,"aplikasi sangat bagus sekali sangat mudah digunakan dan dipahami , bisa tahu rute jadi tidak bingung lagi . sangat amat membantu.",positive
5,11/30/2024 2:59,"pake aplikasi ternyata ga ribet, bisa cek rute dan bayar lewat aplikasi. yang paling enak sih karena tampilan UI nya simpel jadi mudah dipake??",TJ: Transjakarta,2.1.5,"pakai aplikasi ternyata tidak ribet, bisa cek rute dan bayar lewat aplikasi. yang paling enak sih karena tampilan ui nya simpel jadi mudah dipakai jempol ke atas",positive
5,11/30/2024 2:56,"Aplikasi ini worth it bgt, aku jadi ga kesusahan cari rute busway dan juga bisa beli tiket secara online, jadi kalo kartu electronic abis bisa beli tiket aja di apk ini untuk sekali jalan, sumpah ini aplikasinya buat gampang bgt",TJ: Transjakarta,2.1.5,"aplikasi ini worth itu banget, aku jadi tidak kesusahan cari rute busway dan juga bisa beli tiket secara online, jadi kalau kartu electronic habis bisa beli tiket saja di aplikasi ini untuk sekali jalan, sumpah ini aplikasinya buat gampang banget",positive
5,11/30/2024 2:55,"aplikasinya ini mempermudah banget bagi pengguna, jadi bisa tau rute-rute yang dilewati. sipp mantap deh pokoknya",TJ: Transjakarta,2.1.5,"aplikasinya ini mempermudah banget bagi pengguna, jadi bisa tau rute-rute yang dilewati. sip mantap deh pokoknya",positive
5,11/30/2024 2:47,Apk ini sangat membantu banget untuk kita ngk perlu lagi liat jadwal Transjakarta manual membantu bangett siii?????,TJ: Transjakarta,2.1.5,aplikasi ini sangat membantu banget untuk kita tidak perlu lagi lihat jadwal transjakarta manual membantu banget si menunjuk ke atas warna kulit cerah api,positive
3,11/29/2024 6:10,pembayarannya pake gopay lah. masa astrapay apa dah nih tije,TJ: Transjakarta,2.1.5,pembayarannya pakai gopay lah. masa astrapay apa deh nih transjakarta,neutral
5,11/29/2024 5:11,Membantu banget aplikasi ini... Pokoknya lov lov deh ????,TJ: Transjakarta,2.1.5,membantu banget aplikasi ini. pokoknya lov lov deh wajah memberikan ciuman jauh wajah tersenyum dengan 3 hati,positive
5,11/29/2024 5:03,"Aplikasinya ngebantu banget untuk tau rute tj, kalo gak bawa e-money juga gampang tinggal scan aja.. Top banget deh ??",TJ: Transjakarta,2.1.5,"aplikasinya membantu banget untuk tau rute tj, kalau tidak bawa e-money juga gampang tinggal scan saja. top banget deh jempol ke atas",positive
5,11/29/2024 4:56,Aplikasi ini memudahkan banyak orang yang mau naik Transjakarta karena bisa mengetahui tujuannya kemana tanpa tanya ke petugas Transjakarta dan juga aplikasi ini di lengkapi dengan berbagai fitur-fitur keren lainnya,TJ: Transjakarta,2.1.5,aplikasi ini memudahkan banyak orang yang mau naik transjakarta karena bisa mengetahui tujuannya kemana tanpa tanya ke petugas transjakarta dan juga aplikasi ini di lengkapi dengan berbagai fitur-fitur keren lainnya,positive
5,11/29/2024 4:52,"Enak, nyaman kemana-mana skrg pake Transjakarta. Lebih mudah lagi skrg karna ada appsnya. Sangat membantu ????",TJ: Transjakarta,,"enak, nyaman kemana-mana sekarang pakai transjakarta. lebih mudah lagi sekarang karena ada appsnya. sangat membantu jempol ke atas warna kulit cerah",positive
5,11/28/2024 17:49,Useful,TJ: Transjakarta,2.1.5,useful,positive
5,11/28/2024 12:06,"Aplikasinya mudah di pahami, mempermudah penggunaan transjakarta, semoga kedepannya lebih bagus lg dgn pengaplikasian yg lebih simpel lg",TJ: Transjakarta,2.1.5,"aplikasinya mudah di pahami, mempermudah penggunaan transjakarta, semoga kedepannya lebih bagus lagi dengan pengaplikasian yang lebih simpel lagi",positive
5,11/28/2024 11:54,bagus banget memudahkan dalam mengakses trans,TJ: Transjakarta,2.1.5,bagus banget memudahkan dalam mengakses trans,positive
5,11/28/2024 11:53,Aplikasi yang mempermudah saya menemukan rute bus Transjakarta terdekat dengan sangat mudah.,TJ: Transjakarta,2.1.5,aplikasi yang mempermudah saya menemukan rute bus transjakarta terdekat dengan sangat mudah.,positive
5,11/28/2024 11:46,Asli aplikasi nya bermanfaat banget apalagi buat aku yg introvert malu nanya rute bisa di liat di apk ini?? top deh pokonya.,TJ: Transjakarta,2.1.5,asli aplikasi nya bermanfaat banget apalagi buat aku yang introvert malu bertanya rute bisa di lihat di aplikasi ini wajah gembira dengan mata bahagia top deh pokoknya.,positive
5,11/28/2024 11:43,"Adanya ini sangat mempermudah dalam segala hal, mantap.",TJ: Transjakarta,,"adanya ini sangat mempermudah dalam segala hal, mantap.",positive
5,11/28/2024 11:43,Aplikasi nyh sangat membantu aku banget sih dan mufah d pahami tampilan nyh juga rekomendasi bnget sih buat kalian yg suka berpergian,TJ: Transjakarta,2.1.5,aplikasi nyh sangat membantu aku banget sih dan mufah di pahami tampilan nyh juga rekomendasi banget sih buat kalian yang suka berpergian,positive
5,11/28/2024 11:38,Aplikasi sangat bagus dan worth it buat pengguna kendaraan umum khususnya untuk mengetahui jadwal jadwal keberangkatan,TJ: Transjakarta,2.1.5,aplikasi sangat bagus dan worth itu buat pengguna kendaraan umum khususnya untuk mengetahui jadwal jadwal keberangkatan,positive
5,11/28/2024 11:37,"Aplikasi yang memudahkan perjalanan di Jakarta. Bisa cek rute, jadwal, lokasi halte, dan bayar digital langsung lewat aplikasi. Simple, praktis, dan bikin perjalanan lebih nyaman!",TJ: Transjakarta,2.1.5,"aplikasi yang memudahkan perjalanan di jakarta. bisa cek rute, jadwal, lokasi halte, dan bayar digital langsung lewat aplikasi. simple, praktis, dan bikin perjalanan lebih nyaman!",positive
5,11/28/2024 11:37,"Aplikasinya bagus banget fiturnya banyak dan mudah dipahami, sangat flesibel untuk pengguna transjakarta",TJ: Transjakarta,2.1.5,"aplikasinya bagus banget fiturnya banyak dan mudah dipahami, sangat flesibel untuk pengguna transjakarta",positive
5,11/28/2024 11:34,"Pengalaman yang baik dan menyenangkan, Terima Kasih.",TJ: Transjakarta,2.1.5,"pengalaman yang baik dan menyenangkan, terima kasih.",positive
5,11/28/2024 8:49,Aplikasinya ngebantu banget buat yg suka malu tanya kayak aku. Jadi skrg tinggal liat hp aja udh tau rutenya,TJ: Transjakarta,2.1.4,aplikasinya membantu banget buat yang suka malu tanya kayak aku. jadi sekarang tinggal lihat hp saja sudah tau rutenya,positive
1,11/27/2024 22:28,Loading lama,TJ: Transjakarta,,loading lama,negative
1,11/27/2024 8:20,Ngga bisa login... Lebih parah lagi.. Tempat top up nya berada di luar halte... Kenapa ngga di taro tempat top up nya 1 di dalam...seperti KRL...,TJ: Transjakarta,,tidak bisa login. lebih parah lagi. tempat top up nya berada di luar halte. kenapa tidak di taro tempat top up nya 1 di dalam.seperti krl.,negative
1,11/27/2024 1:04,"Masa rute aktivitas Transjakarta ditutup sampai jam 09.00 kan aneh orang kerja jadi nunggu jam 09.00 musti telat dulu sangat tidak relevan peraturan aneh! Nyoblos emang semua driver! Kita yang pekerja tidak bisa libur di hari nasional menggunakan kendaraan umum kan was"" jadi tolong kalo buat kebijakan setidaknya sebagian masih ada aktivitas busway",TJ: Transjakarta,,"masa rute aktivitas transjakarta ditutup sampai jam 09.00 kan aneh orang kerja jadi menunggu jam 09.00 musti telat dulu sangat tidak relevan peraturan aneh! nyoblos memang semua driver! kita yang pekerja tidak bisa libur di hari nasional menggunakan kendaraan umum kan was"" jadi tolong kalau buat kebijakan setidaknya sebagian masih ada aktivitas busway",negative
4,11/26/2024 9:18,Delay kalo ujan aneh,TJ: Transjakarta,2.1.5,delay kalau ujan aneh,positive
1,11/26/2024 4:25,Loading terus beli tiket nya,TJ: Transjakarta,2.1.5,loading terus beli tiket nya,negative
5,11/24/2024 23:19,"bagusss aplikasinyaa,sangat mudah digunakann ga sulit dan praktis gitu",TJ: Transjakarta,2.1.5,"bagus aplikasinya,sangat mudah digunakan tidak sulit dan praktis begitu",positive
5,11/24/2024 22:23,Aplikasi Transjakarta ini sangat membantu dan mempermudah saya menemukan rute dan halte dengan mudah,TJ: Transjakarta,2.1.5,aplikasi transjakarta ini sangat membantu dan mempermudah saya menemukan rute dan halte dengan mudah,positive
2,11/24/2024 8:37,"Tolong untuk lebih mengoptimalkan aplikasi, aplikasi lambat banget ngasih respon rute",TJ: Transjakarta,2.1.5,"tolong untuk lebih mengoptimalkan aplikasi, aplikasi lambat banget mengasih respon rute",negative
5,11/23/2024 5:22,dah makin canggih ni ye,TJ: Transjakarta,2.1.5,deh makin canggih nih ye,positive
4,11/22/2024 10:34,Tolong mobil 11w jangan pada lama banget,TJ: Transjakarta,2.1.4,tolong mobil 11w jangan pada lama banget,positive
5,11/22/2024 7:59,"Ini sih udah mempermudah banget ke segala hal. Dulu mesti nanya rute kepetugas disana sekarang udah bisa liat mau rute, jadwalnya juga. Bahkan yang kayak aku suka kelupaan kartu e-money fitur Transjakarta udah mempermudah yang kalau kelupaan bawa gak perlu pusing lagi. Tinggal beli tiket pakek pembayaran via Astrapay. Intinya udah mempermudah banget deh",TJ: Transjakarta,2.1.5,"ini sih sudah mempermudah banget ke segala hal. dulu mesti bertanya rute kepetugas disana sekarang sudah bisa lihat mau rute, jadwalnya juga. bahkan yang kayak aku suka kelupaan kartu e-money fitur transjakarta sudah mempermudah yang kalau kelupaan bawa tidak perlu pusing lagi. tinggal beli tiket pakai pembayaran via astrapay. intinya sudah mempermudah banget deh",positive
5,11/21/2024 14:33,"aplikasi yang sangat membantu dan mudah untuk melakukan perjalanan, biasanya suka ribet kalo harus cari rute eh sekarang udah tersedia aplikasinya dong keren bangett mudah dan praktis sekarang, jangan dbawa ribet sayang tinggal download aplikasinya udah simple dan membantu jga pastinya??",TJ: Transjakarta,2.1.5,"aplikasi yang sangat membantu dan mudah untuk melakukan perjalanan, biasanya suka ribet kalau harus cari rute eh sekarang sudah tersedia aplikasinya dong keren banget mudah dan praktis sekarang, jangan dbawa ribet sayang tinggal download aplikasinya sudah simple dan membantu juga pastinya melipat tangan",positive
5,11/21/2024 10:18,Aplikasi ini membantu banget buat aku.aplikasi Transjakarta memudahkan saya mencari rute,TJ: Transjakarta,2.1.5,aplikasi ini membantu banget buat aku.aplikasi transjakarta memudahkan saya mencari rute,positive
5,11/21/2024 7:13,"Sukaaa sekaliii, ngebantu banget buat saya yang sering naik angkutan umum yg gatau persis jadwal juga rute perjalanan, the best pokoknya. Maksih minnn ??",TJ: Transjakarta,2.1.5,"suka sekali, membantu banget buat saya yang sering naik angkutan umum yang tidak tau persis jadwal juga rute perjalanan, the best pokoknya. terima kasih min wajah memeluk",positive
5,11/21/2024 6:41,"Skrg jadi lebih mudah cari rute , halte, dan jadwal bus...",TJ: Transjakarta,2.1.5,"sekarang jadi lebih mudah cari rute , halte, dan jadwal bus.",positive
5,11/21/2024 6:23,"Aplikasi nya sangat sangat membantu ,, mempermudah saya untuk mencari jadwal rute pemberangkatan ,, jadi mempermudah terimakasih Transjakarta",TJ: Transjakarta,2.1.5,"aplikasi nya sangat sangat membantu , mempermudah saya untuk mencari jadwal rute pemberangkatan , jadi mempermudah terimakasih transjakarta",positive
5,11/21/2024 5:43,"Tampilan aplikasinya juga sederhana dan mudah dipahami, sehingga siapa pun bisa menggunakannya tanpa kesulitan. Selain itu, informasi terbaru tentang penutupan halte atau perubahan rute selalu diperbarui dengan cepat, membuat pengguna tetap terinformasi.",TJ: Transjakarta,2.1.5,"tampilan aplikasinya juga sederhana dan mudah dipahami, sehingga siapa pun bisa menggunakannya tanpa kesulitan. selain itu, informasi terbaru tentang penutupan halte atau perubahan rute selalu diperbarui dengan cepat, membuat pengguna tetap terinformasi.",positive
5,11/21/2024 5:36,Sangat membantu buat aku yang sehari² pake angkutan umum. Khususnya bus trans. Thank you,TJ: Transjakarta,2.1.5,sangat membantu buat aku yang sehari² pakai angkutan umum. khususnya bus trans. thank you,positive
5,11/21/2024 5:16,"Aplikasi TJ sangat membatu sy dalam menggunakan transportasi umum dijakarta. Informasi jadwal keberangkatan dan rute bus ditampilkan dg jelas , sehingga saya bisa merencanakan perjalanan belih efisien. Fitur real-time tracking juga sangatlah berguna terutama saat menunggu bus dihalte.",TJ: Transjakarta,2.1.5,"aplikasi tj sangat membantu saya dalam menggunakan transportasi umum dijakarta. informasi jadwal keberangkatan dan rute bus ditampilkan dengan jelas , sehingga saya bisa merencanakan perjalanan belih efisien. fitur real-time tracking juga sangatlah berguna terutama saat menunggu bus dihalte.",positive
5,11/21/2024 4:57,"Aplikasi transjakarta ini membantu banget,buat mencari rute,atau halte terdekat",TJ: Transjakarta,2.1.5,"aplikasi transjakarta ini membantu banget,buat mencari rute,atau halte terdekat",positive
3,11/21/2024 2:29,Beberapa bus TJ tidak terdeteksi aplikasi dan data bus lama untuk loading,TJ: Transjakarta,2.1.5,beberapa bus tj tidak terdeteksi aplikasi dan data bus lama untuk loading,neutral
1,11/20/2024 16:30,"Dear untuk pihak TJ Busway Emang gk bisa di halte kota tua, jika sudah jam set 12 malam antara jurusan sunter dan blok m gk perlu ngantri 1 barisan gitu bus nya,padahal sebelah nya kosong,mau pindah ke bus sunter malah 1 jalur bus blok m nya,kan kocak harus nunggu lagi pea bgt daah",TJ: Transjakarta,2.1.5,"dear untuk pihak tj busway memang tidak bisa di halte kota tua, jika sudah jam set 12 malam antara jurusan sunter dan blok sama tidak perlu mengantri 1 barisan begitu bus nya,padahal sebelah nya kosong,mau pindah ke bus sunter malah 1 jalur bus blok sama nya,kan kocak harus menunggu lagi pea banget dah",negative
5,11/20/2024 9:59,Bagus bgt. Udah ada gambar halte terdekatnya dan busnya gerak dan sesuai dengan yg digambar. Mantap. Semoga armada diperbanyak biar gak lama.,TJ: Transjakarta,2.1.5,bagus banget. sudah ada gambar halte terdekatnya dan busnya gerak dan sesuai dengan yang digambar. mantap. semoga armada diperbanyak biar tidak lama.,positive
1,11/18/2024 0:32,Titik bisanya kok ga muncul ya untuk 6w???,TJ: Transjakarta,2.1.5,titik bisanya kok tidak muncul ya untuk 6w?,negative
5,11/16/2024 0:54,Tolong d tambah metode pembayaran saat pembelian tiket seperti gopay shopeepay dan dana kak,TJ: Transjakarta,2.1.5,tolong di tambah metode pembayaran saat pembelian tiket seperti gopay shopeepay dan dana kak,positive
1,11/15/2024 10:20,"Kalo pengin jalan""sma keluarga,dan kelurga banyak. Satu kartu satu orang,di pake pas lgi jalan sama keluarga aja. Download apk tranjakarta kirain bsa beli sekalian banyak tiket,ternyata ga bsa. Sama aja boong. Kalo dowload apk mrt bsa bli banyak tiket,jadi ga usah satu kartu satu orang.",TJ: Transjakarta,,"kalau ingin jalan""sama keluarga,dan kelurga banyak. satu kartu satu orang,di pakai pas lagi jalan sama keluarga saja. download aplikasi tranjakarta mengira bisa beli sekalian banyak tiket,ternyata tidak bisa. sama saja bohong. kalau dowload aplikasi mrt bisa beli banyak tiket,jadi tidak usah satu kartu satu orang.",negative
5,11/15/2024 4:22,Bagus dan lebih akurat walaupun belum begitu sempurna,TJ: Transjakarta,2.1.4,bagus dan lebih akurat walaupun belum begitu sempurna,positive
1,11/14/2024 13:39,"Rute 6k tolong di kondisikan. Kalo ngak hapus aja rute nya. Nungguin lama , bus ngak datang2. Kayaknya ini bus cuma dua, jadi yg muter2 itu2 aja",TJ: Transjakarta,2.1.5,"rute 6k tolong di kondisikan. kalau tidak hapus saja rute nya. menunggu lama , bus tidak datang2. kayaknya ini bus cuma dua, jadi yang muter2 itu2 saja",negative
1,11/14/2024 13:39,"Nunggu 6k lama bgt, gps juga jarang aktif. Ga jelas banget pokoknya",TJ: Transjakarta,2.1.5,"menunggu 6k lama banget, gps juga jarang aktif. tidak jelas banget pokoknya",negative
1,11/14/2024 2:26,"skrng buruk bngt layanannya, terutama pengisian saldo di mesin sering bnget uang sudah kepotong tpi salado gak masuk dan sering juga gabisa isi saldo dimesin. bank dki sama mandiri sering bngt sprti ini.",TJ: Transjakarta,,"sekarang buruk banget layanannya, terutama pengisian saldo di mesin sering banget uang sudah kepotong tapi salado tidak masuk dan sering juga tidak bisa isi saldo dimesin. bank dki sama mandiri sering banget seperti ini.",negative
1,11/13/2024 16:29,"Tolong dong di perbaiki untuk tiket barqodenya jangan di waktu gitu, saya beli jam 23:28 masa masa aktifnya cuma 30 menit sampe jam 24:00 doang,sedangkan saya sampe di halte tujuan jam 24:30 pas mau keluar gak bisa kode telah kadaluarsa, terpaksa saya harus beli lagi buat keluar??",TJ: Transjakarta,2.1.5,"tolong dong di perbaiki untuk tiket barqodenya jangan di waktu begitu, saya beli jam 23:28 masa masa aktifnya cuma 30 menit sampai jam 24:00 doang,sedangkan saya sampai di halte tujuan jam 24:30 pas mau keluar tidak bisa kode telah kadaluarsa, terpaksa saya harus beli lagi buat keluar wajah lega",negative
1,11/13/2024 15:40,"Klo belom ready bgt mbok ya ga usah di release dulu. Udah beli tiket via tije ternyata di bbrp halte ga sedia pakai barcode ini, giliran ada pun seringnya eror...",TJ: Transjakarta,2.1.5,"kalau belum ready banget mbok ya tidak usah di release dulu. sudah beli tiket via transjakarta ternyata di beberapa halte tidak sedia pakai barcode ini, giliran ada pun seringnya error.",negative
1,11/13/2024 11:39,Mantab aplikasinya enteng banget sampe ngelag loh sangking entengnya ??,TJ: Transjakarta,2.1.5,mantab aplikasinya enteng banget sampai ngelag loh sangking entengnya wajah tersenyum dengan mata bahagia,negative
5,11/13/2024 1:49,"Untuk keseluruhan nya sudah baik, tapi mengapa ada beberapa bis yang tidak bisa di lacak ya? Sepertinya bis no 14 (Senen-JIS) semoga segera di perbaiki",TJ: Transjakarta,2.1.5,"untuk keseluruhan nya sudah baik, tapi mengapa ada beberapa bis yang tidak bisa di lacak ya? sepertinya bis no 14 (senen-jis) semoga segera di perbaiki",positive
1,11/11/2024 23:22,ga diurus,TJ: Transjakarta,2.1.5,tidak diurus,negative
1,11/11/2024 13:40,Scan out nyaa tolong di perbaikin masaa ga bsa keluar ANEH!!,TJ: Transjakarta,2.1.5,scan out nya tolong di memperbaiki masa tidak bisa keluar aneh!,negative
