score,at,content,app_name,appVersion,sentiment
1,6/23/2022 11:06,Ribet masuk ajja susah,Jak Lingko App,1.2.5,negative
1,6/11/2022 11:23,"Selamat sore.. saya pengguna setia Jak88 jurusan Tanjung Priok Ancol Barat dan Transjakarta 1A Balaikota PIK.. tolong yaa kepada driver yg terhormat, attitude nya di perbaiki lagi.. terimakasih",Jak Lingko App,1.2.5,negative
2,6/9/2022 0:19,"Penggunaannya rumit krn kita harus ngikutin pilihan rute yg muncul di aplikasi . Rute transit saya sehari2 malah nggak ada, malah muncul rute lain yg lebih mahal jatuhnya. Saran aja, jgn kita diwajibkan pilih rute, sediakan saja QR code di dlm aplikasi yg bisa discan d mesin tap in dan langsung motong saldo. Jadi bisa fleksibel dan mirip seperti pake kartu fisik jak lingko.",Jak Lingko App,1.2.5,negative
5,6/8/2022 8:08,Mantap sekali aplikasinya sangat berguna dalam perjalanan,Jak Lingko App,1.2.5,positive
1,6/7/2022 7:30,Aplikasi jembut,Jak Lingko App,,negative
2,6/7/2022 6:31,Njirrrr.... mau tracking busway yang mau lewat aja susah amat. Nggak kayak Trafi.,Jak Lingko App,1.2.5,negative
3,6/5/2022 11:54,"Naik Jaklingko tujuan srengseng-grogol, supirnya jutek2 banget, ditanya ga mau jawab. Uh menyebalkan,, padahal mau langganan jadi males",Jak Lingko App,1.2.5,neutral
5,6/4/2022 15:58,"Saya dukung apk ini untuk mempermudah transportasi saya di jakarta karena jakarta sudah modern dan maju saya bahagia dengan kemajuan jakarta yang ada karena formula E saya unduh apk ini dengan senang hati karena saya betul betul mendukung gubernur jakarta untuk melanjutkan jabatannya naik menjadi RI 1 untuk melanjutkan transportasi publik di lingkup yang lebih luas lagi seNUSANTARA raya dari sabang sampai merauke transportasi darat, udara, laut yang tercover di apk ini kelak dikemudian harinanti",Jak Lingko App,1.2.5,positive
5,6/2/2022 1:25,Jaklingko ok,Jak Lingko App,1.2.4,positive
1,5/22/2022 12:55,Terpaksa uninstall lagi karena rute mikrotrans tidak ada,Jak Lingko App,,negative
5,5/21/2022 7:10,Bagus,Jak Lingko App,,positive
5,5/18/2022 14:28,mempermudah mencoba transportasi umum di Jakarta.,Jak Lingko App,1.2.3,positive
2,5/15/2022 4:19,"Mengecewakan.. Tujuan saya instal app ini supaya saya bisa lihat rute MIKRO TRANS jak lingko.. tapi tidak ada. Yang ada hanya rute trans jakarta, MRT,KAI, MRT & LRT.. bagaimana saya bisa tau rute mikrotrans? Sedangkan di google juga tidak ada yg memberi informasi dengan jelas padahal mikrotrans katanya sudah berintegrasi dg jaklingko..",Jak Lingko App,1.2.4,negative
2,4/28/2022 15:21,"sudah 4 kali nemu driver jaklingko judes ?? padahal udah berusaha sopan, tatakrama, bilang permisi saat ngasih emoney, dan bilang terimakasih saat turun, prokes.",Jak Lingko App,1.2.3,negative
5,4/24/2022 17:11,Good app..,Jak Lingko App,1.1.3,positive
3,4/13/2022 23:06,"Sudah membeli tiket kereta, tapi tidak terbaca QR Codenya keterangan tertulis ""Unauthorized"". Untung masih dibantu sama petugasnya ..",Jak Lingko App,1.1.3,neutral
1,4/10/2022 13:44,Ini gunanya kartu di aplikasi ini apa? Aneh bener cuma pajangan doang,Jak Lingko App,1.1.3,negative
5,4/8/2022 13:27,Amazing,Jak Lingko App,1.1.1,positive
4,4/5/2022 23:14,"sebetulnya aplikasinya gak terlalu user friendly, dan pas melakukan pencarian rute hanya membaca titik akses perhentian bukan nama jalannya. sementara tidak semua orang tau titik henti dari jaklingko. plus mau cari rute tiap2 armada pun gak ada, mungkin ada tapi saya gak nemu. yang jelas buat saya gak user friendly aplikasinya. mohon ditingkatkan lagi yaaa. terimakasih",Jak Lingko App,1.1.3,positive
5,4/3/2022 21:01,"Kalau bisa di tambah pembayaran melalui e wallet ovo, dana, gopay ..",Jak Lingko App,1.1.3,positive
5,4/3/2022 5:08,Bagus infonya,Jak Lingko App,1.1.3,positive
3,4/2/2022 19:47,Lumayan,Jak Lingko App,,neutral
5,4/1/2022 6:52,Bagus,Jak Lingko App,1.1.3,positive
2,3/31/2022 6:04,kenapa susah amat verifikasi email?,Jak Lingko App,1.1.3,negative
1,3/28/2022 3:33,"supir angkotnya gak mentingin penumpang mungkin bisa dibina kembali, penumpang blm masuk keangkot dah ngegas kenceng aja ugal2an, beruntung gak keseret itu penumpang diluar dan didalem pada tumpuk2an gegara ugal2an.",Jak Lingko App,,negative
3,3/27/2022 11:32,"Pesan tiket KCL pertama kali mubazir karena QR codenya tidak terbaca di gate link,keterangannya unauthorized,",Jak Lingko App,1.1.3,neutral
5,3/25/2022 11:31,"Mau tanya utk fitur beli tiket itu bagaimana prosesnya ya, apakah tetap harus punya kartu dan hp NFC atau tap in dan tap out bisa langsung melalui hp dengan cara di Scan..?",Jak Lingko App,,positive
5,3/21/2022 9:03,Good,Jak Lingko App,1.1,positive
5,3/18/2022 14:51,Good apk,Jak Lingko App,1.1,positive
3,3/9/2022 7:16,"aplikasi kadang gangguan, mungkin maintance.. cuma agak mengecewakan kebanyakan driver ongkir 0 nya kurang sopan dgn penumpang.????..",Jak Lingko App,,neutral
5,3/3/2022 13:52,"Mungkin akan lebih baik apabila user diberikan fitur untuk kostumisasi pilihan moda transportasi maupun tempat keberangkatan sesuai dengan preferensi masing-masing user, bukan hanya mengandalkan sistem JakLingko.",Jak Lingko App,1.0.13,positive
1,2/26/2022 0:12,Pelayanan ga bagus terutama sopir2nya,Jak Lingko App,1.0.13,negative
3,2/22/2022 13:01,"App nya cukup menarik, tapi ini tidak bisa cek jam kedatangan jaklingkonya.",Jak Lingko App,1.0.13,neutral
5,2/21/2022 4:31,Slmt pg jak lingko mau tny kl kartunya dmn trs jgn mahal y.terima kasih.,Jak Lingko App,1.0.13,positive
5,2/10/2022 17:04,SAYA PENGGUNA DAN SEKALIGUS PRAMUDI JAK LINGKO MIKROTRANS SANGAT BANGGA SEMAKIN BERKEMBANG. SAYA BANTU SHARE KE MEDIA SOSIAL DAN GRUP JAK LINGKO DKI MIKROTRANS SUPAYA PENGGUNA BISA MENGENAL LEBIH JAUH LAGI APA ITU JAK LINGKO. TRIMAKASIH,Jak Lingko App,1.0.13,positive
5,2/7/2022 2:11,top dehbangetttt,Jak Lingko App,1.0.13,positive
5,1/29/2022 4:25,Good,Jak Lingko App,1.0.13,positive
1,1/28/2022 14:31,"Sebenarnya sangat membantu mikrotrans Rp.0,Sayang sopirnya kurang edukasi bawa mobil kebut2,Bapak2 lansia dibentak2 gak ada etika",Jak Lingko App,1.0.13,negative
1,1/24/2022 23:26,"Saya sebagai Pengguna Baru Kartu Jak Lingko sangat terbantu dengan biaya Rp.0,- Akan tetapi Driver Harus Dididik Sopan Santun Dan Tata Krama Terhadap Pelanggan...ASAP",Jak Lingko App,1.0.12,negative
3,1/22/2022 3:38,"Untuk pengguna di luar Jakarta sebenernya agak membantu. Tapi Sayang ga ada nomer rute bus, ato harus pake rute bus apa untuk nympe di halte yg dituju. Hanya ada nama haltenya aja. Jadi bingung dari halte satu mau pindah ke halte yg dituju, rute busnya masi harus nanya orang pake rute apa.",Jak Lingko App,1.0.11,neutral
5,1/21/2022 15:16,"Aplikasi ini bagus, saran saya sebagai warga jakarta kedepannya dari kartu jaklingko dan aplikasi jak lingko app di singkronkan juga min,, jadi kita bisa tau saldo jaklingko kita dan bisa tap in tap out melalu 1 kartu yg kita punya via aplikasi jaklingko, tanpa harus beli tiket dulu klo disaldo kartu jaklingko kita sudah ada uang elektronik",Jak Lingko App,1.0.12,positive
5,1/19/2022 3:59,ANIS OKE,Jak Lingko App,1.0.10,positive
5,1/19/2022 3:17,Aplikasi yg keren untuk naik angkutan umum,Jak Lingko App,1.0.12,positive
5,1/17/2022 0:50,Makin berkembang. Bagus. Ayo tingkatkan terus,Jak Lingko App,1.0.12,positive
5,1/15/2022 14:02,"Min, kalau sudah register aplikasi ini, apakah masih perlu membeli kartu jaklingko lagi ?",Jak Lingko App,1.0.11,positive
4,1/13/2022 3:51,"Rute perjalananya ngk masuk akal, masa di suruh jalan 5 KM gila, Masih lebih Oke Trafi ama movit.",Jak Lingko App,1.0.11,positive
5,1/11/2022 13:10,Jak Lingko APP transjakarta,Jak Lingko App,1.0.11,positive
5,1/8/2022 3:39,Aplikasi sangat membantu,Jak Lingko App,1.0.11,positive
5,1/4/2022 10:54,"So Far Bagus , Cuma Lebih Prefer Pake Trafi Soal Jadwal & Headway Kedatangan Bus / Kereta & Petanya Mudah Digunakan. Moga Jaklingko Apps Ini Mengadopsi Fitur² Yg Ada Di Trafi...",Jak Lingko App,1.0.10,positive
5,1/4/2022 4:27,Simpel nih aplikasi??,Jak Lingko App,1.0.10,positive
5,1/4/2022 4:24,"Sangat bermanfaat menghubungkan kemana saja setiap perjalanan saya, hebat",Jak Lingko App,1.0.10,positive
5,1/4/2022 0:08,"Aplikasinya mantap, satu app bisa untuk semua layanan ??",Jak Lingko App,1.0.10,positive
5,1/3/2022 13:31,Mantapp??,Jak Lingko App,1.0.10,positive
5,1/3/2022 12:50,sangat memudahkan,Jak Lingko App,1.0.10,positive
5,1/3/2022 10:10,"Wah seru banget, satu aplikasi berjuta manfaat ??",Jak Lingko App,1.0.10,positive
5,1/3/2022 6:28,Mantapp,Jak Lingko App,1.0.10,positive
5,1/3/2022 6:28,mantapp aplikasinya,Jak Lingko App,1.0.10,positive
5,1/3/2022 5:10,Wow akhirnya bisa coba Jak Lingko App ini. Makin mudah pake transportasi umum di Jakarta. Moga kedepannya lebih baik lagi ??,Jak Lingko App,1.0.10,positive
3,1/2/2022 3:29,Saya pengguna baru...baru download...sdh lihat fiturnya...pertanyaan saya...1 aplikasi bisa di gunakan 1 kali tap di QR utk 2 orang...3 bintang dulu ya...bantu saya utk pemahamannya...,Jak Lingko App,1.0.10,neutral
5,1/1/2022 5:35,Mantap bisa cukup dengan 1 aplikasi bisa digunakan di transportasi manapun,Jak Lingko App,,positive
5,11/15/2025 17:08,"Pakai aplikasi Transjakarta jadi memudahkan perjalanan, terutama bagi saya yang membutuhkan informasi cepat dan akurat tentang rute serta jadwal bus",TJ: Transjakarta,2.9.4,positive
5,11/15/2025 16:47,"aplikasi transjakarta memudahkan perjalanan aku tiap hari. fiturnya jelas, loadingnya cepet, recommended bgt",TJ: Transjakarta,2.9.4,positive
5,11/15/2025 15:05,"Ini aplikasi keren bangeett, suka dehh apalagi pakai aplikasi transjakarta jadi memudahkan perjalanan saya. aplagi kalo buat perjalanan jauh atau bahkan dekat, tetep bisa pake aplikasi inii",TJ: Transjakarta,2.9.4,positive
5,11/15/2025 14:57,aplikasi nya bagus banget. buat aku yang pertama kali pakai. rekomen banget pakai aplikasi transjakarta jadi memudahkan perjalanan dan gak ribet,TJ: Transjakarta,,positive
5,11/15/2025 14:00,Aplikasi transjakarta memudahkan saya buat keliling jakarta hehe fiturnya jugaa lengkap bisa tau rute busnya tampilan aplikasi juga mudah dimengerti. rekomended banget buat yg suka naik transum kaya saya,TJ: Transjakarta,,positive
5,11/15/2025 13:52,"aplikasi transjakarta sangat membantu banget.. tampilan aplikadi yg simple dan user friendly. Bisa tau informasi rute dan jadwal bus, jadi saya ga bingung lagi. semoga nextnya fitur pelacakan bisa semakin akurat dan realtime",TJ: Transjakarta,2.9.4,positive
5,11/15/2025 13:47,"Pakai aplikasi Transjakarta jadi memudahkan perjalanan aku setiap hari karena semua rute dan posisi bus bisa langsung kelihatan. Fitur-fiturnya juga jelas dan gampang dipakai, jadi nggak ribet kalau lagi buru-buru. Sejauh ini aplikasinya ngebantu banget buat bikin perjalanan lebih teratur dan enak.",TJ: Transjakarta,2.9.4,positive
5,11/15/2025 12:21,"bagus banget aplikasi Transjakarta ini, memudahkan aku buat perjalanan, ga perlu ribet",TJ: Transjakarta,,positive
3,11/15/2025 11:30,minta update mulu.. skrng kok dr kampung rambutan nyari rute suka gak bisa ya..???,TJ: Transjakarta,2.9.3,neutral
2,11/15/2025 10:38,jelek banget apk nya update Mulu,TJ: Transjakarta,2.9.3,negative
3,11/15/2025 9:19,terlalu banyak update,TJ: Transjakarta,2.9.3,neutral
2,11/15/2025 8:43,update doang map busnya ga akurat,TJ: Transjakarta,2.9.4,negative
5,11/15/2025 6:06,"sangat membantu saya untuk mempermudah perjalanan saya, bestt! ????",TJ: Transjakarta,2.9.4,positive
3,11/15/2025 5:15,update aplikasi terus!!!,TJ: Transjakarta,2.9.3,neutral
5,11/15/2025 4:53,"setelah kembali di pengaruhi dan di update kembali akhirnya aplikasi ini bisa berfungsi kembali, cuma waktu kedatangannya masih kurang tepat, dan delay waktu kedatangan sangat jauh dan kurang akurat,terima kasih",TJ: Transjakarta,2.9.4,positive
5,11/15/2025 3:32,"Pakai aplikasi Transjakarta jadi memudahkan perjalanan sehari-hari. Semua rute dan jadwal bus bisa dicek langsung di HP, jadi nggak perlu khawatir ketinggalan bus. Fitur pembayaran digital juga bikin lebih praktis tanpa harus bawa uang tunai. Sangat membantu buat yang sering bepergian di Jakarta.",TJ: Transjakarta,2.9.4,positive
5,11/15/2025 3:22,"Aplikasi transjakarta berguna banget buat saya yg menggunakan transum sehari harinya, fitur fiturnya juga lengkap seperti liat jadwal rute busnya jadi bisa tenang karna infonya lengkap dan akurat..",TJ: Transjakarta,2.9.4,positive
5,11/15/2025 2:37,"setelah pakai aplikasi transjakarta perjalanan saya jauh lebih mudah, ngebantu banget aplikasi transjakarta ini, the best",TJ: Transjakarta,2.9.4,positive
5,11/15/2025 2:28,"ada banyak perbaikan setelah update, mantap ????",TJ: Transjakarta,2.9.4,positive
5,11/15/2025 1:18,"pakai Transjakarta untuk kemana mana emang sangat memudahkan, ga perlu repot"" dan bingung transportasi juga ????",TJ: Transjakarta,,positive
1,11/15/2025 0:44,"sebel banget karena selalu ""maksa"" update",TJ: Transjakarta,2.9.4,negative
5,11/15/2025 0:41,"app nya bagus, ternyata fitur informasi cuma muncul kalo kita follow rutenya",TJ: Transjakarta,2.9.4,positive
5,11/14/2025 17:11,"perjalanan kemanapun jadi mudah kalau pakai Transjakarta, bener"" ngebantu banget ??",TJ: Transjakarta,2.9.4,positive
1,11/14/2025 17:04,banyak bug dan glitch stelah di update,TJ: Transjakarta,2.9.4,negative
1,11/14/2025 13:18,lemot apalagi abis di update bukanya bagus malah maps nya GX keliatan GX akurat,TJ: Transjakarta,2.9.4,negative
1,11/14/2025 13:18,"ini management TJ ada CCTV tapi buta ya Rute B41 tiap sore padat ramai nunggu sampai 1 jam, tidak ada strategi sama sekali untuk mempercepat antrian, ini Pramono harus melihat kondisi seperti ini, diantara rute lain hanya rute B41 yang antrian panjang setiap sore sampai malam",TJ: Transjakarta,,negative
5,11/14/2025 13:07,"pakai aplikasi transjakarta sangat memudahkan saya buat cek rute bus udah sampai dimana, jadinya bisa lebih akurat dan juga aman hehe makasih ya tingkatin terus performanya..",TJ: Transjakarta,2.9.4,positive
4,11/14/2025 12:55,"loading terus gak muncul , after update lg ok",TJ: Transjakarta,2.9.4,positive
5,11/14/2025 12:32,"aplikasi transjakarta enak banget di pakenya, jadi memudahkan banget kalo mau kemana mana apalagi di kota jakarta yg macet ini",TJ: Transjakarta,2.9.4,positive
5,11/14/2025 12:30,"karena developer sudah merespon dan aktif kembali, apresiasi pokoknya ????",TJ: Transjakarta,2.9.4,positive
5,11/14/2025 12:23,"pengalamanku pakai transjakarta ni mempermudah bgtt sihh buat perjalanan antar kota, nyamann dan terasa amann aj pas naik pelayanan nya jgaa baik poll",TJ: Transjakarta,2.9.4,positive
5,11/14/2025 11:03,"pake aplikasi ini jadi gampang kalo mau kemana mana, tinggal liat rute tj, praktis banget deh",TJ: Transjakarta,2.9.4,positive
5,11/14/2025 10:54,"Apl Transjakarta ini memudahkan bngt utk yg sering naik bus. Bsa lihat halte terdekat, bsa lihat rute bus ny juga, dan bsa pesan tiket online juga. Okelah, memudahkan bngt pokony mantap.",TJ: Transjakarta,,positive
5,11/14/2025 6:43,"Sejak pakai aplikasi Transjakarta, perjalanan jadi jauh lebih mudah dan efisien. Info rute dan jadwalnya jelas banget jadi nggak bingung lagi mau naik bus dari halte mana",TJ: Transjakarta,,positive
5,11/14/2025 6:42,Aplikasi Transjakarta sangat mudah digunakan dan tampilan nya juga menarik,TJ: Transjakarta,,positive
5,11/14/2025 6:42,"Aplikasi Transjakarta memudahkan pengguna untuk mencari kendaraan umum, dan memudahkan pergi berbagi tempat yang kalian inginkan. harga tiketnya juga murah, Rute nya juga tepat,",TJ: Transjakarta,2.9.4,positive
5,11/14/2025 6:41,"udah lama pakai aplikasi Transjakarta sangat memudahkan Banget nih buat perjalanan, fiturnya juga banyak banget dan sangat mudah di pahami",TJ: Transjakarta,2.9.4,positive
5,11/14/2025 6:38,"kerennnn oyyyyy... pakai aplikasi transjakarta ini memudahkan kita dalam perjalanan. kita jadi tau kapan jadwalnya dan kemana aja rutenya, semua urusan jadi lancar. recomended banget deh pokoknya buat kalian yang mau naik transjakarta",TJ: Transjakarta,2.9.4,positive
2,11/14/2025 5:47,kebanyakan di perbarui Mulu apknya,TJ: Transjakarta,2.9.3,negative
1,11/14/2025 5:30,minta tolong dong qr benerin masa udah beli 3 kali tetep gabisa akhirnya beli ke 4 kali baru bisa gajelas buang buang duit,TJ: Transjakarta,2.9.4,negative
1,11/14/2025 4:36,update mulu tp aplikasi tetep jelek,TJ: Transjakarta,2.9.3,negative
5,11/14/2025 4:14,ok,TJ: Transjakarta,2.9.3,positive
5,11/14/2025 0:10,"aplikasi transjakarta sangat membantu saya dalam melakukan perjalanan, fitur fiturnya mudah, dan kendaraanya juga sangat nyaman",TJ: Transjakarta,2.9.4,positive
5,11/14/2025 0:02,"Aplikasi Transjakarta sangat membantu! Tampilan simple, mudah dipahami, dan informasi rute maupun jadwal cukup akurat. Fitur pelacakan bus memudahkan saya merencanakan perjalanan, jadi tidak perlu menunggu lama di halte. Semoga ke depannya makin stabil dan terus ditingkatkan. Terima kasih Transjakarta!",TJ: Transjakarta,2.9.4,positive
5,11/14/2025 0:01,"apklikasi transjakarta sangat membantu untuk memantau rute, halte dan jadwal. Sekarang kalau mau berangkat lebih teratur.",TJ: Transjakarta,,positive
5,11/14/2025 0:01,aplikasi Transjakarta sangat bermanfaat karna memudahkan kita untuk melihat rute jadi dapat mempermudah selama perjalanan dan meminimalisir salah rutee kerennn bangettt aplikasinyaa,TJ: Transjakarta,2.9.4,positive
1,11/13/2025 22:57,perbaharuan muluu??,TJ: Transjakarta,2.9.3,negative
5,11/13/2025 22:03,belum bisa di gunakan karna belum ada saldo,TJ: Transjakarta,2.9.3,neutral
1,11/13/2025 20:49,tiba2 2 hari ini nga bisa di buka aplikasinya padahal sudah update,TJ: Transjakarta,2.9.4,negative
4,11/13/2025 14:14,"Min, aplikasinya suka kedip² saat tracking posisi busway",TJ: Transjakarta,2.9.4,positive
3,11/13/2025 13:36,good,TJ: Transjakarta,2.9.3,positive
5,11/13/2025 12:25,"pakai apk ini jadi lebih mudah,praktis,cepat,gampang rekomen banget gak ribet aman dan nyaman thankyou",TJ: Transjakarta,,positive
5,11/13/2025 12:20,"palai aplikasi Transjakarta sangat memudahkan perjalanan. hemat waktu, no ribet, sat set. cocok buat warga yang hari harinya dikejar waktu",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 12:14,aplikasi Transjakarta dapat mempermudah kita untuk cari rute dalam perjalanan,TJ: Transjakarta,,positive
5,11/13/2025 12:01,"Suka banget pakai aplikasi Transjakarta, memudahkan saya dan keluarga kalo mau bepergian. Aplikasi nya juga mudah di gunakan, fitur nya lengkap, sangat membantu.",TJ: Transjakarta,,positive
5,11/13/2025 12:00,"Aplikasi Transjakarta sangat membantu saya memudahkan perjalan menuju tujuan Fitur lengkap, mudah digunakan Terima kasih Transjakarta!",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 12:00,"Sekarang tiap mau naik bus jadi gampang banget, tinggal buka aplikasi Transjakarta aja. Info rutenya jelas, jadwal juga lumayan akurat. Ngebantu banget buat yang sering bolak-balik sekolah.",TJ: Transjakarta,,positive
5,11/13/2025 11:58,"Aplikasi Transjakarta ini sangat membantu saya untuk menemukan rute dan jadwal bus dengan mudah, layanan aplikasi Transjakarta ini sangat cepat, praktis dan juga informatif banget",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:57,"?Pengalaman naik Transjakarta selalu menyenangkan sih. Harganya terjangkau jugaa, dan fasilitas seperti area prioritas dan pegangan yang memadai sangat diperhatikan Salut untuk Transjakarta! Jadwal kedatangan bus semakin tepat waktu????",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:57,Aplikasi Transjakarta sangat memudahkan buat aku sebagai pengguna transportasi umum di jakarta. Aku jadi bisa memperkirakan waktu kedatangan dan perjalanan bis Transjakarta. Jadi lebih efisien waktu deh.,TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:56,"Sebagai pendatang di Jakarta, aplikasi Transjakarta ngebantu bgt biar aku nggak nyasar ???? makasih banyak aplikasi Transjakarta ??????",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:54,"aplikasi trans jakarta sangat membantu sekali dalam mempermudah perjalanan, semoga pelayanannya selalu bagus",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:51,Jadi mudah kemana kemana dan pastinya lebih praktis,TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:46,"Transjakarta apps membantu banget buat cek rute dan estimasi waktu tiba. Praktis, cepat, dan selalu update!",TJ: Transjakarta,,positive
5,11/13/2025 11:44,"Aplikasi Transjakarta sangat membantu! Mudah digunakan, info bus dan rute akurat, bikin perjalanan jadi lebih praktis. Terima kasih Transjakarta! ???",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:43,"Pakai aplikasi Transjakarta ini memudahkan banget untuk transport di zamann sekarang, kerenn banget dehh",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:37,aplikasinya sangat membantu cocok buat saya untuk tau tujuan rute transjakarta sangat memudahkan perjalanan saya.,TJ: Transjakarta,,positive
5,11/13/2025 11:37,"mantap lah cuy apk transjakarta ini, udah lah murah dan banyak kena potongan diskon dan hak perlu beli tiket fisik lagi tinggal naik kita",TJ: Transjakarta,2.9.4,positive
1,11/13/2025 11:36,"apaan sih ada radionya sgala, berisik bgt. Woy perbaiki tuh tampilan bis masih kedap kedip. udeh berminggu2 bug ini masih ada trs. ga bisa bnrin apa???",TJ: Transjakarta,,negative
5,11/13/2025 11:36,"Dengan aplikasi Transjakarta, perjalanan jadi lebih mudah dan efisien. Bisa cek rute bus dan waktu keberangkatan langsung dari HP. Recommended banget buat pengguna TJ",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:36,"aplikasinya sangat bagus, memudahkan pengguna untuk mencari posisi mobil busway jaklingko berada, halte yang terbaru juga sudah diupdate. semoga fiturnya tidak crack lagi. Tx",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:35,"Saya sangat terbantu dengan adanya aplikasi Transjakarta ini! Fitur-fitur seperti pelacakan bus secara real-time dan informasi rute yang akurat membuat perencanaan perjalanan menjadi jauh lebih mudah dan efisien. Tampilannya juga bersih dan mudah digunakan, bahkan untuk pengguna baru. Sekarang, bepergian dengan Transjakarta jadi bebas khawatir dan lebih cepat sampai tujuan. Rating 5 bintang untuk aplikasi yang sangat membantu mobilitas warga Jakarta!""",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:33,"semenjak pakai aplikasi Transjakarta ini sangat mempermudah perjalananku untuk sehari-hari, fiturnya juga gampang di pake dan di mengerti",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:33,"mantap sih dengan adanya transjakarta ini jadi memudahkan orang"" buat pergi, gkperlu ribet lagi",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:31,"pakai aplikasi transjakarta memudahkan dalam melacak bus dan mengetahui jadwal bus, pokoknya best lah.",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:22,aplikasi Transjakarta bagus banget mempermudah dalam mencari halte terdekat sangat efektif,TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:18,Fitur di aplikasi transjakarta ini sangat memudahkan bagi perantau karna sistem navigasinya luas,TJ: Transjakarta,2.9.4,positive
5,11/13/2025 11:12,"pakai transjakarta jadi memudahkan perjalanan , untuk rute sangat banyak dan tahu jadwal atau kedatangan serta keberangkatan bus terimakasih transjakarta",TJ: Transjakarta,2.9.4,positive
1,11/13/2025 11:10,"abis pembaharuan malah makin jelek,Mao liat armada pake ngedip2",TJ: Transjakarta,2.9.4,negative
5,11/13/2025 11:07,"sumpa ni apk Transjakarta bantuu banget plcc, jadi lebi efisien sm efektif kalo maw ada perjalanan terus nentuin rute jadi ga buang buang waktu dan jadi ga repot, sukaa bangettt apa lagi disaat-saat hectic",TJ: Transjakarta,2.9.4,positive
1,11/13/2025 11:05,lemot,TJ: Transjakarta,2.9.4,negative
5,11/13/2025 10:59,"moda transportasi yang sangat memudahkan banget, selain murah, juga fasilitasnya cukup memadai.",TJ: Transjakarta,2.9.4,positive
2,11/13/2025 10:51,kok sering bgt sich minta update terus padahal cuma gitu2 aja,TJ: Transjakarta,2.9.4,negative
5,11/13/2025 10:46,Di Transjakarta tampilan nya mudah fitur nya mudah jadi gampang ga terkendala fitur yang berbelit-belit,TJ: Transjakarta,2.9.4,positive
5,11/13/2025 10:41,"Pakai aplikasi transjakarta jadi memudahkan perjalanan, perjalanan jadi lebih santai dan tenang gak perlu hawatir lagi",TJ: Transjakarta,,positive
5,11/13/2025 10:34,aplikasi Transjakarta tuh save changing my life banget buat tau rute-rute tj kemana-mana nyaa,TJ: Transjakarta,,positive
5,11/13/2025 10:34,pakai aplikasi Transjakarta memudahkan dalam menentukan rute perjalan,TJ: Transjakarta,2.9.4,positive
5,11/13/2025 10:28,ga perlu nunggu macet pake Transjakarta perjalanan dijamin lancar,TJ: Transjakarta,2.9.4,positive
5,11/13/2025 10:24,"aplikasi Transjakarta ini sangat ngebantu banget, bisa mantau rute bus dan gak ribet, pokoknya jadi mempermudah banget deh, keren aplikasi Transjakarta.",TJ: Transjakarta,,positive
5,11/13/2025 10:23,pakai aplikasi transjakarta sangat memudahkan perjalanan tanpa takut salah rute perjalanan bisa lihat jadwal bus secara langsung??,TJ: Transjakarta,,positive
5,11/13/2025 10:20,"Aplikasi Transjakarta sangat membantu banget buat saya yang sering naik busway setiap hari. Informasi rute dan jadwalnya cukup lengkap, dan fitur pelacakan bus juga memudahkan banget buat tahu posisi bus secara real time. Desainnya sederhana dan mudah digunakan. Semoga ke depannya makin stabil dan fiturnya terus ditingkatkan. ??",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 10:20,"Aplikasi Transjakarta sangat membantu! Jadwal bus jadi lebih mudah dipantau, rute jelas, dan fitur pelacakan bus real-time-nya berguna banget. Terima kasih Transjakarta sudah terus berinovasi untuk kenyamanan pengguna",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 10:17,"aplikasi transjakarta sangat membantu saya untuk berpergian, selain kendaraan yang nyaman pelayanan nya juga sangat ramah dan yang paling penting aman di kantong",TJ: Transjakarta,2.9.4,positive
5,11/13/2025 10:13,aplikasi Transjakarta ini bisa mempercepat perjalanan saya bisa membantu mencari kan transportasi Transjakarta terdekat,TJ: Transjakarta,,positive
1,11/13/2025 10:02,update terus rese,TJ: Transjakarta,,negative
5,11/13/2025 9:59,Aplikasi Transjakarta memudahkan pengguna mengetahui posisi bus dan merencanakan perjalanan secara real-time untuk kenyamanan dan efisiensi perjalanan.,TJ: Transjakarta,,positive
2,11/13/2025 9:12,terlalu sering update baru 3 hari kmren sekarang udah hrus di update lagi ...,TJ: Transjakarta,2.9.3,negative
