cleaned_content,sentiment
kenapa tidak bisa daftar dan upgrade padahal data sudah ke isi lengkap,0
"tidak jelas banget. user baru sudah banget mau regist. mentok di kode otp yang tidak masuk"" ke motif. bagaimana mau login hadeh",0
"sangat kecewa sih dengan aplikasi dan pelayanan di wa, tidak memberikan solusi, saran saja kdpnnya kalau orang salah pemilihan tujuan harus nya bisa di edit, terus kalau tidak di gunakan harus nya saldo kembali bukan malah jadi angus, pelayanan di wa hanya mau terima yang nnya saja, kalau compln tidak di tanggapi dan bahkan langsung akhiri percakapan tanpa ada info di sih compln nya . kayak menyesal banget, perasaan dulu ya bisa di ganti tuh tujuan nya sekarang malah tidak bisa, jujur kecewa banget sih smpah",0
tidak bisa memasuki password ktl,0
"mau heran tapi bagaimana, saya coba membayar ke sebuah kedai pakai qris pakai aplikasi ini karena masih ada saldo, pembayaran sukses saldo kepotong tapi ke pemilik toko pembayaran tidak masuk2 sampai sekarang sudah 1 bulan lebih, saldo tidak balik2 sampai sekarang ke kedai juga tidak masuk2, solusinya bagaimana ini, bukan soal nominal tapi ini soal kepercayaan kaspro ke pelanggan.",0
mau upgrade member basic.nya susah banget.tidak kayak dulu sekarang malah ribet,0
"halo kai akses, tolong adakan klaim otomatis dong, jadi kalau ada pembatalan dari pihak kai nya, saldo otomatis langsung masuk ke aplikasinya kai nya. masa kami beli tiket lewat aplikasi sedangkan klaim harus ke stasiun nya, kan tidak asik bro. tolong di perbaharui sistemnya terimakasih",0
susah log ini.,0
kecewa.dftr pakai email tidak bisa terus,0
"aneh,tidak jelas,sudah verivikasi ini itu,bisa login,habis itu ulang lagi dari awal.aplikasi apa game emosi simulator,tolong kalau ada bintang setengah saya pilih bintang setengah.",0
"aplikasi kok tiba-tiba tidak bisa pesan tiket, harus login ulang, dicoba akun ready tapi tidak bisa masuk. bangkai!",0
ternyata jelek semua penilaian nya terpaksa uninstall,0
pengisian saldo kai paynya tidak realtime harusnya mah di bikin realtime tidak usah menunggu sampai 15 menit,0
aplikasi nya jelek. sering maintenance. server sering error. lelet. sering dellay. bukan nya mempermudah malah menghambat. tolong lebih di perhatikan lagi fasilitasnya. jangan hanya di tuntut menggunakan aplikasinya. tetapi susah untuk di prosesnya,0
error mulu deh heran,0
"memang produk indonesia ini sampah, tidak bisa login tidak bisa booking. tidak ada maintain sama sekali. wajar bumn merugi setiap saat",0
tidak layak aplikasi nya,0
saat ada keadaan genting mau batalkan pesanan susah dan dibuat ribet mau lewat aplikasi ataupun ke stasiun tetap susah tidak bisa padahal masih 2 jam lebih sebelum waktu pembatalan,0
lemot banget ap nya kenapa ya?,0
"apaan aplikasi nya dihp saya banyak bug nya tidak jelas disaat pembayaran lewat kaipay, tolong perbaiki segera ya sistem nya, terimakasih",0
"aplikasi terjelek, terparah, kurang fleksibel tiap kali",0
aplikasi pembodohan,0
"pembatalan tiket ribet bookingin saudara lewat akun sendiri karena urgent, dan dia tidak punya rekening bank, ada nya e-wallet, dan posisi jauuh di luar kota dari stasiun keberangkatan akhirnya mau saya batalin tidak bisa dengan alasan tidak tertera nama user di salah satu tiket. akhirnya saya transfer lah tiket nya ke aplikasi saudara saya, dia sudah connect ini juga ke e-wallet ke aplikasi kai. tapi tetap aplikasi tidak bisa connect ke e-wallet saat pembatalan kalau belum siap tidak usah pakai e-wallet di aplikasi ??",0
"aplikasi macam apa ini, setiap diperbarui malah makin buruk performanya. bug dimana2. mau bayar tiket dengan ovo malah tidak bisa2 ngeblank putih layarnya. diulangi bebrapa kali begitu terus menerus. gagal terus. kembalikan versi yang lama!",0
ini bagaimana cerita ya.tiba-tiba aplikasi log ut sendiri saja.mau log ini susah banget.tiket saya hangus.mau download tiket tidak bisa. tanggung jawab pt.kai,0
mau daftar member clasic saja susah. padahal tinggal verifikasi eh gakbisa. aplikasi tidak guna,0
"tolong di perbaiki, sudah saya isi saldo tapi tidak masuk di kaspro tidak cuma sekali kayak begini",0
"sudah top up 2× , tapi setelah di cek menu tiket tidak ada riwayat",0
"saya ingin membuat akun tapi tidak mendapatkan kode otp sudah saya coba selama 1 minggu tetap tidak bisa, layanan keluhan juga tidak berguna, selalu disuruh menunggu, masa selama 1 minggu masih menunggu",0
"aku sudah pesan, sudah bayar, tapi habis itu tiketnya tidak muncul diaplikasi. sudah ku coba reload berkali2 tetap tidak muncul. . hubungan cs nya susah banget kayak telur .",0
"aplikasi bagus tapi kok tidak bisa detect di pintu transjakarta, bahkan di thamrin, tosari, sarinah, karet. katanya karena ini aplikasi baru belum update mesin deteksi di pintu",0
kelas ekonomi semakin mahal maaf nggih bintang satu,0
pengembalian dana pembatalan lama banget berhari hari,0
aplikasi sampah. lagi² aplikasi plat merah bobrok. mau melihat rute tidak bisa². herannya rating nih aplikasi kenapa bagus banget ya,0
cal via aplikasi suara kecil update refund tidak ada,0
sering sekali tidak terbaca qr dan kadang susah bahkan tidak bisa terbaca,0
aplikasi bikin emosi loading mulu bukannya dipermudah mala dipersusah bagusan yang lama aplikasi nya tidak jelas,0
"pertama kali pakai aplikasi, pesan argo merbabu, tiba tiba ganti argo muria, dengan jadwal yang berbeda, setelah ke bagian tiket bisa di ganti tetapi di haruskan membayar biaya ganti tiket sebesar 32rb, fist time naik kereta yang bikin jengkel.",0
semakin kesini pelayanan buruk. kepotong 2 kali sampai sudah lewat bulan,0
aneh aplikasi aneh bug,0
aplikasi buruk gampang error,0
"aku sudah pesan, sudah bayar, tapi habis itu tiketnya tidak muncul diaplikasi. sudah ku coba reload berkali2 tetap tidak muncul. . hubungan cs nya susah banget kayak telur .",0
perbaiki lagi sitemnya kalau sudah jam 23 minimal sudah reset lah tiketnya masak maintenance terus,0
tolong mengadakan fitur transfer saldo! saldo gua nyangkut 100 ribu ajg,0
"gangguan kok pagi pagi di saat orang buru buru dan sedang sibuk.tidak bisa malam ya gangguannya. kasih dong notifikasi,seperti sms blast atau wa blast biar pengguna mrt tau kalau mau gangguan.menyusahkan lama-lama tidak laku nih mrt",0
"aplikasi opo iki wes pesan tiket,terus di bayar lah kok tidak muncul tikete.",0
beberapa minggu ini error mulu kalau mau lihat rute,0
"pagi masih bisa login, bisa beli tiket. setelah sampai stasiun mrt lebak bulus aplikasi tidak bisa kebuka tertawa terbahak-bahak jempol ke atas mau tidak mau beli kartu mt di stasiun. rugi 11 ribu buat perjalanan ke kantor. kejadian kayak begini tidak sekali 2 kali. untung gede ya tertawa terbahak-bahak",0
kenapa sekarang di kai tidak bisa buat beli token listrik ya padahal sangat membantu,0
"tinggal pembayara selalu timeout, ketika di refresh tiket sudah habis",0
"jika hari sabtu atau menjelang libur panjang, server tidak bisa diakses",0
aplikasi tolol.tidak bisa masuk.malah keluar sendiri .giliran mau masuk.mau rubah kata sandi karena lupa kata sandi.tidak bisa di rubah.gembel.,0
banyakan busway 14 b dengan tujuan tanjung priok senen via jis ac nya tidak dingin tolong di perbaiki,0
"kurang responsif, fitur ""halte selanjutnya"" kurang akurat, tidak semua bis terdeteksi radar. seminggu sekali wajib update",0
tim yang bikin aplikasi nya dan pekerjaannya pada tolol kali ya kalau tidak bisa bikin aplikasi di hapus saja jelek banget tidak ada gunanya,0
aplikasi tolol,0
"tidak bisa membuat akun?, atau memang server nya sedang down?",0
request cash out dari tanggal 24 nov sampai sekarang tidak masuk2. padahal sudah lebih dari 14 hari kerja. mohon diperbaiki ya kak sistemnya. thanks.,0
kenapa selalu keluar sendiri akunya setelah pembaruan aplikasi dan kalau di lupa sandi selalu error terus kenapa aplikasi ya tidak maksimal padahal selalu update percuma juga kalau kayak begini terus,0
coba tolong kasih opsi pilih stasiun yang dekat kalau turun dari mrt dukuh atas bni . ini malah di arahin ke stasiun sudirman baru (stasiun bni city ) yang jarak jalannya jauh dan minim petunjuk arah di stasiunnya. dan keterangan di aplikasi jaklingko stasiun sudirman baru tapi tulisan di tulisan di stasiunnya stasiun bni city. bikin orang keder ayo tolonglah para pengembang aplikasi di update biar lebih baik dan nama stasiunnya di sesuaikan lagi. biar orang orang yang awam biar tidak kebingungan.,0
"traking armada tidak muncul, tidak akurat, mending di gabung sama google maps",0
daftar tidak bisa masuk masuk internal error. tolong di permudah untuk daftar,0
susah sekali sudah mengetik nama kota.dari stasiun leles ke stasiun maos tidak diketemukan.aplikasi macam ini tidak bisa membantu jempol ke bawah jempol ke bawah,0
bobrok mengirim kode otp saja lamanya meminta ampun,0
kesulitan beli tiket jadwal tidak di temukan padahal jam 00:00 masak tiba-tiba habis,0
"tolong lah benerin aplikasi nya,masa saya sudah beli tiket,tapi tiket qr nya belum dapat sama saldo kepotong giliran beli lagi malah ke potong saldo saya 2x lipat",0
selalu lemot dan error,0
aplikasi sering errror. setiap lihat jadwal selalu muncul *jadwal tidak ditemukan* tolonglah diperbaiki,0
"aplikasi sampah pesan tiket sekarang tidak bisa satu tempat duduk dan gerbong yang sama dengan keluarga yang pesan dihari dan jam yang sama sangat-sangat tidak memuaskan kan kasihan anak-anak yang kepisah sama orang tuanya apa lagi yang masih usia 7 tahun masak orang tuanya gerbong 1 dan anak nya di gerbong 6 sangat tidak masuk akal pesan di hari dan jam yang sama kembalikan cara pesan tiket seperti dulu ,bisa pesan lewat indomaret kalau begini caranya msyarakat malas mau pesan tiket mending angkutan lain wajah tersenyum sombong",0
loading lama banget kentang,0
busuk,0
kok akun saya tidak bisa membatalkan tiket ya?,0
"sudah tidak seasik dulu waktu masih bisa bayar pakai dana, sekarang ribet",0
"hey why i always can't enter kaipay password, even though my password is correct, please fix itu",0
goblog tidak bisa bisa login kanjut mau daftar buat acara di jis tidak bisa bisa,0
banyak bug,0
isi saldo kapsro di potong.buset. mana lama banget .deh sejam nih.tolong perbaikan nya,0
"saya pesan tiket kereta lokal, jam 00.00 banyak kursi sudah penuh, ini memang benar² penuh atau lagi error ya, 2x saya pesan di jam yang sama kejadian seperti itu, pas saya mau klik lanjutkan setelah pilih kursi, malah kursi tidak tersedia, saya coba lagi tidak bisa terus, ini tolong dong diperbaiki aplikasinya, masa mau pesan tiket kayak begini terus",0
"aplikasi mu tidak berguna sama sekali buat war tiket susahnya meminta ampun padahal sekedar untuk beli tiket kenapa harus ribetnya meminta ampun. bug di mana"" sinyal yang lancar di aplikasi mu ini seperti tidak ada sinyal,ini kualitas aplikasi mu? tidak sesuai slogan di bio mu ""anda adalah prioritas kami"" malah bikin pusing setiap mau luar kota kalau kayak begini tiket susah dapat, lawak!",0
update pembaharuan setiap hari hadeh wajah pusing karena mabuk wajah pusing karena mabuk orang tepuk jidat,0
aplikasi susah diakses. harus nya bikin aplikasi yang mudah di akses oleh masyarakat.,0
"sudah beli tiket mrt, dan saldo sudah kepotong malah tiketnya tidak muncul. buang2 uang lebih baik pakai kartu. mohon diperbaiki",0
aplikasi cacat. tiket masih ada tapi tidak bisa di beli .available kai . bumn . aplikasi masih cacat,0
"aplikasi tidak jelas, sudah berhasil jadi member basic tapi tidak berubah berubah lol",0
tolong mengadakan fitur transfer saldo! saldo gua nyangkut 100 ribu ajg,0
"sudah pesan tiket sudah pembayaran tapi tiket tidak muncul"". daftar lagi pun tidak bisa. error terus.",0
pesan kak lokal dari h-7 jam 00.03 jadwal belum tersedia. giliran ada jadwalnya seat nya penuh. luar biasa payah,0
kecewa,0
"susah banget masuk . mau dapat kursi saja menunggu jam 00.00. setelah itu masih saja jadwal tidak dtemukan.kecewa. tolong diperbaiki dengan sebaik mungkin. saya barusan bayar tiket selesai dan lancar tapi tiket saya tidak ada. sampai saya beli kedua kali bayar selesai tetap tiket saya hanya 1, padahal 2x transaksi bayar. kecewa.",0
"ini saya sudah beli tiket, dan bayar tiket nya lewat aplikasi ini malah tidak keluar tiketnya. bagaimana sih, mau korupsi atau bagaimana",0
"aplikasi sampah server sampah! beli tiket lokal saja susah banget timeout terus, kecewa berat sudah pesan tiket antar kota malah batal perkara gadapet kereta lokal buat ke stasiun tujuan!",0
tidak jelas tiba-tiba tidak bis di buka,0
sering gangguan saat mau top up cash tidak bisa bisa pakai qris saldo terpotong coman dana top up tidak masuk ajuin ref 14 hari kerja situ waras?pakai aplikasi nya juga gawaras tidak bisa beli tiket nya gangguan melulu mau scan nya jgsusah,0
selalu lemot untuk pengembilan data bus di pagi hari dan tidak update.sering kali bus tidak terlihat di aplikasi tapi tiba² nongol di halte,0
"kecewa gua, gagal login terus padahal ingin banget menonton di jis kecewa gua sebagai warga masyarakat jakarta utara sama gubernur dan pemprov",0
"tolong dong di perbaiki untuk tiket barqodenya jangan di waktu begitu, saya beli jam 23:28 masa masa aktifnya cuma 30 menit sampai jam 24:00 doang,sedangkan saya sampai di halte tujuan jam 24:30 pas mau keluar tidak bisa kode telah kadaluarsa, terpaksa saya harus beli lagi buat keluar wajah lega",0
ini kenapa aplikasi nya bermasalah ya? saya ingin memilih lokasi malah refersh sendiri aplikasi nya saya ingin mencari rute juga seperti itu mohon di perbaiki,0
aplikasi terjelek sudah daptar berkali kali dan sudah terima kode otp dan di memasuki tapi errror,0
gangguan mulu aplikasi nya,0
aplikasi nya sudah saya daftar saya tekan ke profil tidak bisa masuk ke apknya,0
buruk,0
aneh aplikasi aneh bug,0
"aplikasi crash tidak bisa update saldo, sudah ke potong kai pay nya tapi",0
"sangat tidak memuaskan, setiap mau bayar selalu dialihkan ke basic berkali-kali. sudah bisa malah susah buat cari tiketnya dan bayarnya",0
"aplikasi rusak,",0
"saya mau daftar basic member saja susah banget,otp nya sudah di memasuki tapi malah kgk mau lanjut,ngestuck f begitu aha padahal momentnya sudah urgent. tolong kai untuk memperbaiki aplikasi ini",0
error mulu sudah bayar lwat qris baca saldo kepotong tiket tidak dapat. entahalah,0
"mau kasih masukan: lebih baik mulai kerjasama dengan gotransit deh, percuma juga download aplikasinya, tidak bisa beli tiket, karena bayarnya cuma bisa pakai astrapay. walah, tidak semua punya astrapay loh. coba ditambah pilihan bayar pakai gopay, shopeepay, virtual account, jadi tidak susah kalau kartu hilang atau patah. kejadian siang tadi kartu e-money patah dan tidak ada minimarket yang jual buat penggantinya, bikin repot. uninstall dulu lah.",0
"pada saat penggunaan rail poin, pembayaran otomatis gagal, tapi setelah dicoba tanya pakai potongan rail poin, pembayaran baru berhasil. tolong perbaiki bug pembayaran ini",0
"tolong itu kai segera perbaiki aplikasi ini, baru update versi terbaru palah disuruh aktivasi kak-pay lagi. jelas-jelas sudah banyak riwayat pembelian tiket kereta, dan saldo sebelumnya pun hilang. cal cs disuruh menunggu lama dan berbelit2 kirim email baru bisa di proses, di wa pun bot sahaja yang reply. saran kasih stand by cs di aplikasi via chat atau cs di wa biar mempermudah customer yang mengalami kendala.",0
"kenapa tidak bisa dibuka saya mau pesan tiket,di aplikasi muncul notif pemeliharaan tapi di hp saudara bisa.biasanya tidak begini",0
"aplikasi update kok kesanya maksa ya. harus di update wajib ,hum",0
"saya sudah berkali kali beli tiket bus reguler, setiap beli selalu invalid, padahal baru beli, jadinya saya harus beli sekali lagi supaya bisa, tolong diperbaiki ya, sudah berapa duit yang saya keluarkan",0
ini aplikasi nya kok error terus ya pas mau msukin data pribadi tolong dong,0
"aplikasi jelek,pesanan sudah tidak bisa. sangat disayangkan kalau didownload",0
"tolong diperbaiki commuter line walahar sering ada keterlambatan pemberangkatan,untuk rute cikarang~cikampek nya.",0
"pembayaran scan qr code pada gate sering bermasalah, tolong diperbaiki seperti di krl agar lebih mudah, tks",0
"untuk saldo masuk setelah top up kaipay itu cukup lama 15 menit lalu agak sulit saat top di e-mbanking terutama di mandiri muncul notifikasi ""nomor tidak ditemukan"" dan riwayat kaipay susah untuk muncul.",0
diperbaiki lagi ya sistemnya. masak saldo sudah terpotong tapi tiket tidak ditemukan. kurang canggih dan tidak efisien,0
tiap hari update terus,0
"duit gue ketelen mulu, sudah lapor tidak ada respon ingin gue maki maki rasanya. tidak lagi lagi gue pakai jaklingko ih cash gagal, qris gagal terus gue harus pakai apa wajah agak tersenyum",0
pesan jam 12 lebih dikit error penuh banget. payah server nya,0
kenapa aplikasi saya tidak bisa login pakai data seluler? cuma bisa login menggunakan wifi wajah merenung,0
cari jadwal tidak ditemukan. sekali ketemu malah habis. siapa yang beli juga kalau buka aplikasi'ya tidak bisa mulu. tambah tidak jelas saja nih aplikasi,0
"aplikasi tidak guna, sudah download dan payment dengan mengharuskan pakai/download astrapay sampai sudah top up tapi tetap tidak bisa pakai barcode tiket yang sudah dibeli.",0
kenapa busway nya telat nya lama lama banget sih sumpah yayng di aplikasi kadang tidak sama,0
tidak jelas sumpah masa suka error sendiri tidak jelas asli deh sudah bikin akun malah keluar mulu tidak worth itu,0
"aplikasi busuk, gue top up saldonya lama banget masuknya, keburu ketinggalan kereta gue",0
"aplikasi ribet.bukan mempermudah, malah bikin susah",0
"cs slow respon, pengaduan lewat aplikasi tidak di tanggapi, aplikasi bobrok,",0
"ini kenapa setelah update malah susah sekali untuk booking tiket dengan layarnya tertulis ""timeout"" padahal sinyal saya bagus sudah bolak balik wifi + kuota tolong diperbaiki",0
tolong lah jangan keseringan di update,0
"aplikasi jelek. saat akan melakukan pembayaran, diharuskan pakai ewallet untuk kereta lokal, kemudian pop up muncul terjadi kesalahan. saat cek tiket, menunggu pembayaran. hanya ada opsi batalkan pesanan atau kembali ke home. akan lebih baik diberikan opsi bayar dengan transfer bank seperti kereta antar kota untuk memudahkan costumer.",0
lelet banget,0
"perbarui aplikasi mulu, selang sehari sudah meminta diperbarui. sering tidak muncul juga data busnya",0
pas buka selalu di suruh update loh ini ulang ribet,0
kode otp nya kok tidak dikasih terus ya.,0
"aplikasi pemerintah yang gila uang.sudah beberapa kali bayar status proses selalu yang di olimo,.karyawan di tanya jawab nya tidak bisa tidak masuk. nanti bilang uang bakal balik lagi mana ada balik lagi, top up kartu gagal pula sudah kepotong,karyawannya di minta kejelasan jawab cuma saya cuma baru di sini. muka judes begitu, perasaan kalau di halte lain kalau memang proses sering di kasih kebijakan di beri masuk tapi mereka tetap rapor ke atasan mereka.kenapa di sini mempersulit banget ya",0
"sediakan komentar untuk layanan, banyak supirnya yang galak, dan beda"" aturan, biasa naik tap turun tap, ketika berikutnya sruh naik dulu saja, berikutnya ketika lngsng naik saja di sruh tap dulu, ribet beda pengemudi beda aturan, mengasih tau ke penumpang pada pakai urat, terutama jak 24 (senen-pulogadung)",0
aplikasi selalu error ketika ingin schedule ulang,0
"integrasi tidak jelas, makin hari makin ribet",0
prah benar ssh amat. buat masuknya. problem mulu,0
mohon di perbaiki setelah aplikasi update kak go show -2 jam sebelum tidak muncul di aplikasi tapi jika di akses melalu web bisa muncul,0
saldo di tarik tidak bisa,0
aplikasi sering errror. setiap lihat jadwal selalu muncul *jadwal tidak ditemukan* tolonglah diperbaiki,0
"seharus nya kai bebenah,ini berharap naik ekonomi new generation menoreh malah downgrade ke ekonomi new image harus nya di aplikasi dikasih keterangan ekonomi apa jenis nya,tidak usah pakai kode/sandi celana dalam dulu.memang masyarakat biasa paham?",0
buruk,0
aplikasi lemot banget,0
"baru bentaran tiket habis, sebelum nya server down mulu",0
"jelek, cs juga tidak kerja slwrspn bgt",0
"aplikasi koclok, mau daftar saja aplikasi bug",0
cemana buat aplikasi tapi tiket tidak pernah kebagian kocak,0
proses pembatalan via aplikasi seperti dibuat gagal biar agar tetap cuan. syarat dan ketentuan sudah di lalui namun keterangan not found sudah cal center dikonfirmasi tidak ada masalah. tapi kenapa tidak bisa juga. dibatalkan ke loket tapi loket buka jam 7 kereta jam 7 juga.,0
tidak layak aplikasi nya,0
top up tidak masuk masuk moai,0
kalau ini benar terhubung ke transjakarta nya langsung tolong dong buat di halte grogol bukan grogol reformasi ya. menunggu bus nya lama banget buat ke kalideres,0
aplikasi meminta update terus tiap minggu tapi layanan aelalu buruk,0
"aplikasi nya bagus, tapi kalau membatalkan pesanan tiket,uang refund nya tidak di kembali kan,tapi tiket sudah di cancle tolong segera kmbalikan uang nya",0
"payah susah banget refund, telp diputus 2x",0
sudah bayar tiket lewat qris tapi tiket tidak dapat,0
"perbarui aplikasi mulu, selang sehari sudah meminta diperbarui. sering tidak muncul juga data busnya",0
tidak bisa login sudah coba ber-bagai cara tetap tidak bisa login sudah di uninstall tetap tidak bisa login padahal sudah memasuki data yang benar email no hp dulu tetap saja failed,0
sudah mengisi data untuk pembelian tiket tapi tidak bisa pembayaran,0
"lelet ,tidak bisa tf ke bank atau qris",0
isi saldo kapsro di potong.buset. mana lama banget .deh sejam nih.tolong perbaikan nya,0
"aplikasi sampah macam apa ini, daftar dan lain lain susah apalagi masalah otp, tidak masuk masuk sampai fail tidak jelas",0
"kenapa tidak bisa masuk, kenapa harus menjadi member basic sedangkan dulu saya tidak jadi member juga bisa dipakai. masuk jadi member basic tapi pas isi data tetap saja tidak bisa, mohon info nya",0
"mohon maaf untuk fitur perbaruan aplikasinya ada yang membuat kesulitan,terutama untuk pembayarannya.kenapa sudah tidak bisa pakai qris ya?mohon untuk perbaikan diteliti lagi.",0
"kalau maintenance jangan pagi dong. malam begitu, repot kalau mau pesan tiket",0
kenapa punya saya selalu bermasalah,0
kenapa saya tidak bisa login member ya jadi tidak bisa beli tiket mohon di perbaiki,0
buruk,0
kacau mrt telat 4menit tidak bisa masuk padahal sudah beli tiketnya. dan tiket nya tidak bisa di refoud.,0
"topup kai pay saldo tidak masuk, sudah instal kaspro tapi tetap tidak masuk,",0
"aplikasi belum siap, jalur yang disarankan terlalu jauh dan biaya lebih mahal, kartu dan nomor telepon tidak bisa terdaftar",0
metode pembayaran sangat buruk dan busuk! kalau bisa minuse saja nih rating bintang.,0
"saya daftar dengan nomor telepon. lalu diminta lagi email . 3 email saya masukkan. satupun tidak diterima. daftar ulang . dengan memasukkan email terlebihbdahulu. dilanjutkan input no telepon. tertulis nomor telepon sudah digunakan. kembali input melalui no telepon terlebih dahulu. tetap saja email tidak bisa diinput. coba hapus akun. dengan harapan bisa daftar ulang. eh ternyata hapus permanen. no telepon.tidak bisa digunakan lagi. padahal itu no telepon satu2nya. yang sudah terinstal dengan mobile banking, email, dan segala sistem.",0
agak lambat ya responnya. terus ini pilihan upgrade benefitnya apa? meminta ktp plus foto selfie dengan ktp pula.,0
"aplikasi sampah macam apa ini, daftar dan lain lain susah apalagi masalah otp, tidak masuk masuk sampai fail tidak jelas",0
"lagi dibutuhin malah server down terus. sering update tapi tidak ada perubahan sama sekali, updatenya bekerja apa tidak sih",0
"bagaimana sih ini aplikasinya, sudah daftar sudah payment tapi tidak dapat tiket tiba-tiba di batalin sama kai uang sudah kembali, tapi pas mau daftar lagi buat nama yang sama tulisannya succes, tapi tidak bisa2, juga ada peringatan kalau sudah pesan tiket yang sama tapi tidak ada tiketnya sama sekali, ini maksudnya bagaimana ya kai tolong banyak-banyak berbenah, busuk kali aplikasi ini",0
lebih suka versi lama daripada versi baru. versi baru malah mempersulit pengguna. tolong segera dibenahi seperti sedia kala jika tidak ingin kehilangan pengguna,0
"pengalaman sangat buruk ketika harus membeli tiket kereta bukan untuk 1 & 2x tapi sering susah untuk menunggu loading tiba"" tidak ada jadwal, sangat buruk, ketika segala sesuatu disarankan dan dialihkan online, tapi dengan alakadarnya membuat orang sangat dirugikan ketika sudah berharap dan menunggu, dan di tambah lagi tidak mau merespon dan membenahi untuk kritikan dari konsum pengguna layannya kai",0
aplikasi kai tidak worthit banget aneh berapa kali ngewar tepat waktu terus tapi kosong tba²telat 2/5 menit muncul habis aplikasi tidak jls tidak bisa bermanfaat dngn baik dan tidak membuat mudah malah sulit iya,0
saldo saya belum digunakan kok bisa hilang ya,0
saat info akan mengirim nomer konfirmasi. hanya memberikan data nomer telepon. harusnya infokan dengan whats ap,0
"setiap ada event di jis, server selalu error",0
"sampah, beli tiket saldo sudah ke potong tapi tiket tidak muncul²",0
saat beli tiket di ap.pas mau bayar di alfa atau indomart.kenapa susah log ini.bahkan aplikasi kai tidak merespon?,0
"parah kalian kai. ini ap bukan cuman ngebug. pesan tiket berangkat jam 00.00, dimenit 00.04 sudah memasuki pwd, lah kok muternya sampai 00.10. ujung2nya harus ulang. begitu diulang dimenit 00.12 tiket habis. lah.pusing saya kan. mencoba berkala malah tiket tidak ditemukan. inisiatif lewat web. tidak ada juga. akhirnya sampai jm 02.45 malah dapat yang berdiri. selama proses coba komplain lewat wa, ig, email dan hasilnya nihil no respon. lah.lagi pas pesan tiket pulang juga keulang lagi wajah tersenyum dengan air mata",0
"makin lama ini aplikasi makin jelek, tidak bisa ubah jadwal, tidak bisa batalin tiket. kayak mana lah.",0
"aplikasi kocag, tidak bisa login sudah pakai banyak akun tetap tidak bisa.",0
tiket di online habis terus banyak calo nya,0
pesan kak lokal dari h-7 jam 00.03 jadwal belum tersedia. giliran ada jadwalnya seat nya penuh. luar biasa payah,0
karena sering error. petugas di halte menyuruh untuk tidak menggunakan aplikasi lagi.,0
"awal download aplikasi sudah bermasalah, disuruh update dari basic malah tidak bisa berkali-kali coba, sampai ganti hp dan nomer tetap saja, entah bagaimana tiba-tiba bisa sendiri, nah sekarang lama aplikasi tidak dipakai coba top up malah disuruh aktivasi, eh. tak turutin gagal terus aktivasinya. buat aplikasi kok malah mempersulit masyarakat. coba aplikasi kalau yang buat swasta pasti gampang, contoh wa, shoppe dan sejenisnya.",0
"ribet, berkali kali gagal login, sudah login ribet lagi bikin member lah habis bikin malah logout dan tidak bisa login",0
"aplikasi tidak jelas masak mulai jam 00.00 aku sudah online dan mencoba berkali kali buat pesan tapi tidak bisa. tiba tiba bisa di jam 00.30 sudah tinggal yang tanpa tempat duduk,",0
"jelek bikin kecewa ,timeout terus sampai tiket habis di membela-bela tidak tidur",0
"kurang efektif,harusnya commuter line bandung sudah sama seperti commuter line jakarta.tidak ribet proses pembelian tiketnya.tingggal beli kartu doang.",0
"masih sering banget error, tidak ada kendala jaringan transaksi pakai spay 2 kali berhasil namun tiket tidak keluar dan masih perihal koneksi servernya sepertinya sering sekali penuh makanya jadi lemot aplikasinya.",0
"driver 5m tidak jelas, pas tutup pintu, 5 anak sama dikasi masuk, gue kelas 8 tidak dikasih, sumpah deh, gaguna",0
kai please ini bisa tidak sih aplikasi nya di perbaiki lagi mau rencana ke kota jadi batal gara gara kai tidak bisa di akses padahal sudah pakai 3 hp tetap tidak bisa kecewa banget sama kai,0
parah jadwal tidak tampil padahal sudah mau bayar error mulu,0
"tolong diperbaiki commuter line walahar sering ada keterlambatan pemberangkatan,untuk rute cikarang~cikampek nya.",0
aplikasi busuk! trackingnya sama sekali gaakurat. buang buang anggaran pemerintah saja lu bikin aplikasi begini !,0
"tidak akurat, kadang posisi kendaraannya suka bug. yang jelas masih belum akurat, lebih akurat waktu kedatangannya lewat maps google.",0
e wallet nya kok di kurangi bikin ribet saja,0
"kenapa tidak bisa dibuka saya mau pesan tiket,di aplikasi muncul notif pemeliharaan tapi di hp saudara bisa.biasanya tidak begini",0
terlalu lama pas habis isi otp untuk daftar jadi member. ada 10 menit loading tidak jadi2. terlalu gampang error pas mau login.,0
aplikasi kkooonnnntttooool susah banget mau pesan tiket padahal,0
"aplikasi sampah server sering down, costumer servicenya lama",0
aplikasi aneh data bus suka tidak akurat nih jaringan bagus tapi server tidak terkoneksi melulu pea benar,0
"di update bukannya malah bagus, malah tidak bisa ngedetect posisi bus datang, mana sering error padahal jaringan stabil wajah marah",0
"gila gila gila sengaja ngewar tiket menunggu jam 00.00 eh giliran mau lanjutkan aplikasi muter2 tidak jelas. coba terus sampai ada 30 menit, tau tau seat habis. niat tidak sebenarnya bikin aplikasi, mending balikin saja beli ke loket lagi atau kalau tidak sudah hapus saja aplikasinya",0
"tadinya saya instal ini untuk memantau kedatangan bus, tapi ternyata jadwalnya tidak update, jadi tidak guna aplikasinya. tolong perbaiki jadwal kedatangan bus nya.masa tidak bisa sih. kalau cuman lihat rute di haltenya juga ada.",0
